UNITNAME,code,colour
Owens_Gully_Diorite,A_CLow_mgi,#EB3BA0
Campbell_Well_Granodiorite,A_EMcm_gg,#F492CA
Pilbara_craton_greenstones,A_mhsc_P,#DAD2CF
Petermarer_Monzogranite,A_STpr_gmp,#FEBFBA
Wallareenya_Granodiorite,A_STwa_ggh,#FEBFBA
Nandingarra_Granodiorite,A_EMna_gge,#F492CA
Bookargemoona_Tonalite,A_TAbo_mgt,#F066B6
Warrawoona_Group,A_WA_bb,#D4EFB9
South_Mallina_Basalt_Member,A_CDbm_bb,#B8DC3B
Warrawoona_Group,A_WA_xbb_bk,#D4EFB9
Eel_Creek_Formation,AP___ec_sf,#F5D06E
Tambina_Supersuite,A_TA_mgti,#FE9E98
Shay_Intrusion,A_STsh_xo_a,#A5E9C3
Pilbara_Supergroup,A_PI_xmus_g,#D3CCFD
Gorge_Creek_Group,A_GC_xci_s,#D4D3A5
Split_Rock_Supersuite,A_SR_gme,#FD7E75
Thelman_Monzogranite,A_SRth_gmv,#FD7E75
Tabba_Tabba_Leucogranite,A_SRtt_gme,#FD7E75
Budjan_Creek_Formation,A_SOb_xs_f,#FEE79F
Pilbara_Craton_greenstones,A_xmws_mus_P,#C4FEC6
Jeerinah_Formation,A_FOj_s,#CDCFA7
Bindoo_Sandstone,SD__bi_st,#A3FBE5
Eastern_Goldfields_Superterrane_greenstones,A_c_YEG,#6BC3F9
Madura_Formation,K__ma_ssh,#C9FE8A
Byro_Group__middle,P_BYM_sf,#A9DCFC
Collier_Group__Depositional_package_5,P__MCP5_s,#F7D7A0
Edmund_Group__Depositional_package_2,P__MEP2_sk,#F9E1B8
Sylvania_Inlier_granitic_unit,A_g_PYV,#FECFCB
Thaduna_Formation,P__YMt_ss,#FAE2B6
Goodin_Inlier_granitic_unit,A_g_YGD,#FECFCB
Collier_Group__Depositional_package_6,P__MCP6_s,#F0BA59
Mount_Joseph_Migmatite,P___mj_mhi,#E9E9D2
Redcliff_Pound_Group,P_E_RD_s,#DAD2CF
Tooloo_Group,P__ET_xsf_ci,#E0CABF
Knobby_Sandstone,D__kn_sp,#ABB6FA
Yamarna_Terrane_greenstones,A_xb_og_YYA,#8AFE8D
Cambrian__Ordovician_sedimentary_siliciclastic_units__Amadeus_Basin,EO_sf_NA,#EFBEE7
Birrindudu_Group,P__BN_sa,#E1AAC5
Giles_Suite_2,P__WKg2_o,#B7FAE3
Kunmarnara_Group,P__KR_xs_b,#DAE59F
Tropicana_Gneiss,AP___tc_xmin_mog,#6BC3F9
Malcolm_Metamorphics,P___mm_xmh_mws,#CFC995
Northern_Foreland_mafic_unit,A_mu_AFON,#D3CCFD
Esperance_Supersuite,P__EP_gr,#FEC8F9
Gwynne_Creek_Gneiss,P___gk_xmtn_mo,#D0C5C2
Madura_Province_metagranitic_unit,P__xmg_mw_MAD,#FBA7FA
Mount_Ragged_Formation,P___rg_mh,#D1DBDE
Booanya_Suite,P__EPB_g,#FDB6F7
Snowys_Dam_Formation,P___sd_xmhn_mkqn,#BFADB3
Eastern_Goldfields_Superterrane_greenstones,A_mn_YEG,#CFDAD7
Esperance_Supersuite,P__EP_jgn_mgn,#FEC8F9
Fitzgerald_Peaks_Syenite,A__fy_gy,#FEE286
Recherche_Supersuite,P__RE_jmgnn_mog,#FBA7FA
Biranup_Zone_metagranitic_unit,P__jmgnn_moga_KKBB,#FBA7FA
Biranup_Zone_metagranitic_unit,A_mgr_KKBB,#FEBFBA
Tropicana_Gneiss,AP___tc_xmog_mae,#4BD386
Tropicana_Gneiss,AP___tc_xmgn_mon,#FEC1E1
Lindsay_Hill_Formation,P___lh_xmt_mtq,#BFADB3
Pitjantjatjara_Supersuite_2,P__PJp2_mg,#FCB9FA
Fraser_Zone_unit,P__mog_KKBF,#B6F4E4
Fraser_Zone_unit,P__xmog_mgn_KKBF,#9EF0DB
Arid_Basin_unit,P__xmtn_mon_AFOA,#C3CCD0
Fraser_Range_Metamorphics,P__FM_xmog_mgn,#90F2C8
Biranup_Zone_metagranitic_unit,P__jmgnn_moan_KKBB,#FE99CD
Snowys_Dam_Formation,P___sd_xmhn_mon,#BFADB3
Truslove_Suite,P__EPT_gm,#FEC8F9
Moogie_Metamorphics,P__MG_xmh_mk,#FEBA70
Narimbunna_Dolerite,P___nr_od,#4BD386
Mount_Leake_Formation,P___mk_st,#E0CABF
Cassidy_Group,P__CA_xbb_fr,#E7BBD1
Durlacher_Supersuite,P__DU_g,#FEE2FD
Pitjantjatjara_Supersuite,P__PJ_mg,#FDD1FB
Musgrave_Province_metamorphic_unit,P__myy_MU,#FDB14E
Pussy_Cat_Group,P__PU_xss_bb,#D7E9C2
Wankanki_Supersuite,P__WN_xmf_mh,#FEAEED
Alcurra_Dolerite,P__WKA_o,#9EF0DB
Musgrave_Province_metamorphic_unit,P__myx_MU,#FED8A7
Pitjantjatjara_Supersuite_1,P__PJp1_mg,#FBA2F8
Stubbins_Formation,P__TNs_mod,#78DEA4
Stubbins_Formation,P__TNs_xmh_mod,#E4DCDF
Larranganni_Formation,MZ__lr_st,#8CFADF
Granites_Tanami_Orogen_granitic_unit,P__gm_GT,#FE6FB8
Black_Dragon_Gneiss,P___bd_xmgg_mgi,#FD7E75
Proterozoic_mafic_intrusive_unit,P__o,#B0ECCA
Salt_Creek_Gabbro,P___sk_og,#6EE9C8
Tropicana_Zone_metagranitic_unit,AP__mg_KKBT,#FECCE6
Biranup_Zone_metagranitic_unit,P__xmgn_mdn_KKBB,#FBA7FA
Bobbie_Point_Metasyenogranite,P___bt_mgr,#FCACFC
Biranup_Zone_metagranitic_unit,P__xmg_mog_KKBB,#FBA7FA
Voodoo_Child_Formation,P___vc_xmog_mfd,#56E5BF
Burtville_Terrane_greenstones,A_mfnq_YBU,#CFDAD7
McKay_Creek_Metasyenogranite,P___kc_xmgr_mgi,#E3C8B5
Biranup_Zone_metagranitic_unit,AP__xmgni_mhn_KKBB,#FBA7FA
Eddy_Suite,P__EY_xmgg_mog,#FC8CD6
Fly_Dam_Formation,P___fd_mhng,#FE95A5
Biranup_Zone_metagranitic_unit,AP__mgni_KKBB,#FEBBDD
Woodline_Formation,P___wo_s,#FBE7D4
Tank_44_Gneiss,P___tf_xmnaa_mnqf,#F7B588
Munglinup_Gneiss,AP___mu_xmgn_moa,#FEC1E1
Northern_Foreland_unit,A_xmu_md_AFON,#D3CCFD
Northern_Foreland_mafic_unit,A_xmb_mu_AFON,#B1FEB3
Splinter_Gneiss,P__REsg_xmon_mn,#F7B588
Northern_Foreland_mafic_unit,A_mb_AFON,#C4FEC6
Northern_Foreland_unit,A_xmi_md_AFON,#84CDFA
Northern_Foreland_mafic_unit,A_mo_AFON,#BCEED2
Nornalup_Zone_metagranitic_unit,P__xmg_gn_KKBN,#FBA7FA
Southern_Hills_Suite,P__RES_mgr,#FA99F9
Yilgarn_Craton_granites,A_gmfp_Y,#FECFCB
Burtville_Terrane_greenstones,A_xmw_mc_YBU,#63FD67
Burtville_Terrane_greenstones,A_xmnqf_mgss_YBU,#CFDAD7
Yilgarn_Craton_granites,A_xmgss_mbs_Y,#FECFCB
Bertibubba_Supersuite,P__BB_g,#F883B1
Pooranoo_Metamorphics,P__PO_md,#E8CABF
Edmund_Group__Depositional_package_3,P__MEP3_sk,#EEB041
Mount_James_Subgroup,P__POJ_md,#EDD5CC
Halfway_Gneiss,AP___ha_mgn,#EDE9E7
Peak_Hill_Schist,AP___ph_msqm,#FEDC6E
Robinson_Range_Formation,P__PAr_shi,#E7BE91
Yarlarweelor_Gneiss_Complex_unit,AP__mgnl_YNAY,#FEC1E1
Warrigal_Gneiss,A__wa_mgmn,#FE83C2
Dalgaringa_Supersuite,P__DA_mg,#EFB8FA
Pindilya_Formation,NM__pi_sr,#D2F4E1
Coor_de_wandy_Formation,P___cw_s,#EEE4A4
Narryer_Terrane_metagranitic_unit,A_mgn_YNA,#FE6FB8
Capricorn_Orogen_metamorphosed_mafic_intrusive_unit,P__mod_CPO,#8EE4B4
Narryer_Terrane_greenstones,A_xmro_mwo_YNA,#FFDFDD
Rocky_Bore_Granite,A__rb_gmp,#FECFCB
Camel_Hills_Metamorphics,P__CH_xmd_mk,#D2C4C9
Wilthorpe_Formation,P__PAw_scq,#F1D8BD
Nadarra_Formation,NP__na_klul,#A5E9C3
Kungarra_Formation,P__TKk_sf,#D5B9AA
Ravelstone_Formation,P__BYr_ss,#E3C8B5
Millidie_Creek_Formation,P__PAm_ss,#ECCBA7
Devonian_sedimentary_rocks__Southern_Carnarvon_Basin,D_xs_k_CV,#CAD2FC
Merlinleigh_Sandstone,GE__me_stz,#EEF5B6
Labouchere_Formation,P__PAl_ssq,#F1D8BD
Horseshoe_Formation,P__BYh_sf,#EAD6C8
Gascoyne_Province_metamorphosed_mafic_intrusive_unit,P__mod_GA,#4BD386
Yarlarweelor_Gneiss_Complex_unit,A_mg_YNAY,#FEAEA9
Wyloo_Group,P__WY_s,#E2B07B
Glenburgh_Terrane_Proterozoic_unit,P__mus_GAG,#DED9FE
Metawandy_Granite,A__mt_gm,#FECFCB
Wyloo_Inlier_greenstones,A_b_PWY,#C4FEC6
Thirty_Three_Supersuite,P__TT_g,#FFD6EB
Despair_Granite,A__de_gmb,#FFDFDD
Trillbar_formation,P__BYt_xmw_mu,#E89FBC
Carboniferous_sedimentary_rocks__Southern_Carnarvon_Basin,C_kt_CV,#C8D2D5
Koolbye_Formation,P__TKo_stq,#E0CABF
Narryer_Terrane_greenstones,A_u_YNA,#B1A6FC
Waldburg_Dolerite,P___wa_od,#41CD50
Yarlarweelor_Gneiss_Complex_unit,AP__mgn_YNAY,#FEC1E1
Narryer_Terrane_metagranitic_unit,A_mgss_YNA,#FECFCB
Rocklea_Inlier_greenstones,A_b_PRK,#C4FEC6
Rocklea_Inlier_greenstones,A_s_PRK,#E3DDDB
Rocklea_Inlier_metagranitic_unit,A_mgn_PRK,#FE6FB8
Narryer_Terrane_greenstones,A_mat_YNA,#E9E6FE
Padbury_Group,P__PA_s,#DDA365
Narryer_Terrane_greenstones,A_mtq_YNA,#DAD2CF
Kazput_Formation,P__TKa_xs_k,#E0CABF
Narryer_Terrane_greenstones,A_mi_YNA,#099BF5
Mount_Augustus_Sandstone,P___au_sp,#ECCBA7
Glenburgh_Terrane_Proterozoic_unit,P__mwa_GAG,#C9E2AE
Moorarie_Supersuite,P__MO_mog,#D2F4E1
Eastern_Goldfields_Superterrane_greenstones,A_mb_YEG,#C4FEC6
Durlacher_Supersuite,P__DU_mog,#1EC868
Glenburgh_Terrane_Proterozoic_unit,P__mog_GAG,#A5E9C3
Wooly_Dolomite,P___wy_kd,#BEE2F8
Hydrothermal_unit,zqix,#000000
Pitjantjatjara_Supersuite,P__PJ_mgmy,#FDD1FB
Tollu_Group,P__TL_f,#F5EAD8
Wankanki_Supersuite,P__WN_mg,#FEAEED
Pitjantjatjara_Supersuite_2,P__PJp2_xmgg_mhi,#FCB9FA
Pitjantjatjara_Supersuite_2,P__PJp2_mgsy,#FCB9FA
Mount_Palgrave_Group,P__PG_xf_s,#FEE1A5
Wankanki_Supersuite,P__WN_xmgn_mg,#FD86E3
Pitjantjatjara_Supersuite_2,P__PJp2_xmgg_oo,#FCB9FA
Pitjantjatjara_Supersuite,P__PJ_mgsy,#FDD1FB
Eliza_Formation,P__PGe_xfr_sp,#FEEDC9
Pussy_Cat_Group,P__PU_frp,#D7E9C2
Musgrave_Province_metamorphic_unit,P__xmna_mg_MU,#CFDAD7
Musgrave_Province_metagranitic_unit,P__mg_MU,#FEC8EE
Pussy_Cat_Group,P__PU_sdv,#D7E9C2
Kathleen_Ignimbrite,P__PUk_fr,#FEEDC9
Scamp_Formation,P__PGs_fr,#FEE1A5
Mount_Waugh_Formation,P__PGw_xfr_sp,#FBCB8C
Kaarnka_Group,P__PK_xfr_frv,#FBCB8C
Glyde_Formation,P__PUg_xbb_s,#D7E9C2
Pussy_Cat_Group,P__PU_sgb,#D7E9C2
Umutju_Granite_Suite,P__PJU_mg,#FCB9FA
Warakurna_Supersuite,P__WK_xo_f,#6EE9C8
Mission_Group,P__MI_xbb_s,#C3C4C4
Giles_Suite_1,P__WKg1_og,#9EF0DB
Warakurna_Supersuite,P__WK_mg,#FED6F2
Kunmarnara_Group,P__KR_xmd_mb,#DAE59F
Warlawurru_Supersuite,P__WR_mg,#FCA4F4
Giles_Suite_1,P__WKg1_mog,#6EE9C8
Giles_Suite_2,P__WKg2_moad,#94F7D4
Slatey_Creek_Granite,P___sl_gm,#FEBFBA
Killi_Killi_Formation,P__TNk_xmh_mod,#E2DCC4
Granites_Tanami_Orogen_metasedimentary_siliciclastic_unit,P__mh_GT,#E9E9D2
Pargee_Sandstone,P___pg_st,#F5D3B1
Granites_Tanami_Orogen_metamorphosed_igneous_felsic_unit,A_mrn_GT,#FE98CC
Granites_Tanami_Orogen_metamorphosed_intrusive_mafic_unit,P__mod_GT,#A5E9C3
Lewis_Granite,P___ls_gmj,#FEBFBA
Lewis_Granite,P___ls_gm,#FEBFBA
Balwina_Granite,P___ba_gm,#FEBFBA
Hercules_Gneiss,AP__NEH_mgin,#FE9E98
Capricorn_Group,P__CP_sk,#DDA365
MacDougall_Formation,P__KRd_sg,#EDF2CF
Yilgarn_Craton_granites,A_jgm_mn_Y,#FECFCB
Scotty_Creek_Formation,A__sc_xsta_sc,#E3DDDB
Jones_Creek_Conglomerate,A__jc_s,#FEC57A
